gene	data size	good data	mbio Call	ctrl mean	exp mean	log2FC	logFC_5_neg	logFC_10_neg	logFC_5_pos	logFC_10_pos	logFC_5_str	logFC_10_str	obs-value	norm-obs	p-value	adj. pval
RVBD2027c:dosT	8	8	NE	2178.98	2083.37	-0.065	-0.111	-0.065	0.045	-0.065	-0.111	-0.065	7.19	0.00364469	0.9799000000	1.0000000000
RVBD2028c:RVBD2028c	6	6	NE	2131.52	2056.57	-0.052	-0.001	-0.052	0.036	-0.052	0.036	-0.052	-82.17	-0.03709883	0.9128500000	1.0000000000
RVBD2029c:pfkB	13	13	NE	1591.62	1690.45	0.087	-0.151	0.041	0.087	0.031	-0.012	0.041	19.26	0.01810296	0.9074000000	1.0000000000
RVBD2030c:RVBD2030c	13	13	NE	1143.37	1082.11	-0.079	-0.074	-0.137	0.155	-0.173	0.155	-0.075	-11.79	-0.00906378	0.9675500000	1.0000000000
RVBD2031c:hspX	11	10	NE	1630.23	1635.52	0.005	0.034	0.005	0.048	0.005	0.108	0.005	-125.73	-0.09237707	0.5051000000	1.0000000000
RVBD2032:acg	12	12	NE	2877.75	2891.09	0.007	-0.146	-0.044	0.146	0.007	0.038	0.040	36.27	0.01372182	0.8796000000	1.0000000000
RVBD2033c:RVBD2033c	6	6	NE	1256.63	1341.36	0.094	0.086	0.094	0.086	0.094	0.086	0.094	56.97	0.06821030	0.8246500000	1.0000000000
RVBD2034:RVBD2034	4	4	NE	1522.02	1579.12	0.053	0.053	0.053	0.053	0.053	0.053	0.053	75.25	0.08591755	0.8326500000	1.0000000000
RVBD2035:RVBD2035	5	5	NE	894.02	1145.24	0.357	0.357	0.357	0.357	0.357	0.357	0.357	192.91	0.25967354	0.6598000000	1.0000000000
RVBD2036:RVBD2036	6	6	NE	1824.53	1781.54	-0.034	-0.163	-0.034	-0.163	-0.034	-0.163	-0.034	-58.70	-0.01942193	0.8251500000	1.0000000000
RVBD2037c:RVBD2037c	10	10	NE	1207.30	1187.87	-0.023	-0.213	-0.023	0.032	-0.023	-0.043	-0.023	12.50	0.01538966	0.9302500000	1.0000000000
RVBD2038c:RVBD2038c	8	8	NE	1734.87	1724.09	-0.009	-0.128	-0.009	0.186	-0.009	-0.128	-0.009	-105.97	-0.09288500	0.4847000000	1.0000000000
RVBD2039c:RVBD2039c	19	18	NE	1292.09	1289.46	-0.003	-0.153	-0.032	0.241	0.206	0.241	0.195	-42.44	-0.04259852	0.8605500000	1.0000000000
RVBD2040c:RVBD2040c	15	15	NE	1509.17	1528.73	0.019	-0.030	-0.079	-0.014	0.274	-0.002	-0.128	123.63	0.07047233	0.3239000000	1.0000000000
RVBD2041c:RVBD2041c	14	14	NE	1647.47	1682.02	0.030	-0.208	-0.037	0.053	-0.111	-0.109	-0.037	53.72	0.03889820	0.7951500000	1.0000000000
RVBD2042c:RVBD2042c	10	10	NE	1294.15	1339.58	0.050	-0.042	0.050	0.150	0.050	0.038	0.050	41.25	0.03309882	0.7159500000	1.0000000000
RVBD2043c:pncA	7	7	NE	1942.62	1856.67	-0.065	-0.065	-0.065	-0.065	-0.065	-0.060	-0.065	-241.82	-0.12795521	0.5898500000	1.0000000000
RVBD2044c:RVBD2044c	5	5	NE	1700.55	1498.06	-0.183	-0.183	-0.183	-0.183	-0.183	-0.183	-0.183	150.03	0.10523434	0.4092000000	1.0000000000
RVBD2045c:lipT	11	11	NE	1258.77	1227.46	-0.036	-0.110	0.088	-0.036	0.228	0.069	0.228	32.60	0.02162366	0.7180000000	1.0000000000
RVBD2046:lppI	6	6	NE	1908.40	1800.81	-0.084	-0.303	-0.084	-0.158	-0.084	-0.158	-0.084	-59.55	-0.04186944	0.6430000000	1.0000000000
RVBD2047c:RVBD2047c	27	27	NE	1167.99	1227.46	0.072	-0.325	-0.206	0.075	0.043	-0.233	-0.285	-67.08	-0.09060749	0.5479000000	1.0000000000
RVBD2048c:pks12	50	50	NE	934.28	853.59	-0.130	-0.282	-0.286	0.338	0.102	-0.299	-0.162	-33.50	-0.04064576	0.6531500000	1.0000000000
RVBD2049c:RVBD2049c	3	3	NE	2140.78	1975.79	-0.116	-0.116	-0.116	-0.116	-0.116	-0.116	-0.116	-92.58	-0.06020603	0.6556500000	1.0000000000
RVBD2050:RVBD2050	31	30	GD	1055.19	900.49	-0.229	-1.332	-0.830	0.161	0.009	-1.147	-1.041	-214.00	-0.21475904	0.0177000000	0.4649273292
RVBD2051c:ppm1	276	265	ESD	991.28	958.28	-0.049	-1.003	-0.800	0.514	0.357	-0.339	-0.668	-58.33	-0.06242661	0.1483000000	1.0000000000
RVBD2052c:RVBD2052c	9	9	NE	2081.81	2293.42	0.140	-0.116	0.140	0.241	0.140	0.148	0.140	265.12	0.15255614	0.1207000000	1.0000000000
RVBD2053c:fxsA	6	6	GA	1468.75	1598.93	0.123	0.106	0.123	0.106	0.123	-0.011	0.123	-39.35	-0.02450269	0.9152500000	1.0000000000
RVBD2054:RVBD2054	7	7	GA	1521.31	1623.91	0.094	0.094	0.094	0.099	0.094	0.094	0.094	178.00	0.11338082	0.8416500000	1.0000000000
RVBD2055c:rpsR	4	4	GA	1695.29	1738.15	0.036	0.036	0.036	0.036	0.036	0.036	0.036	5.15	0.00356623	0.8849000000	1.0000000000
RVBD2056c:rpsN	2	2	GA	1891.43	1887.40	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	-0.003	71.24	0.04216091	0.6913000000	1.0000000000
RVBD2057c:rpmG1	4	4	GA	591.50	688.43	0.219	0.219	0.219	0.219	0.219	0.219	0.219	-64.06	-0.16380582	0.9770000000	1.0000000000
RVBD2059:RVBD2059	15	15	NE	1362.32	1345.90	-0.017	-0.229	-0.052	0.165	0.100	-0.035	-0.087	35.68	0.03125567	0.7326500000	1.0000000000
RVBD2061c:RVBD2061c	6	6	NE	934.66	856.04	-0.127	-0.471	-0.127	0.001	-0.127	-0.471	-0.127	-35.83	-0.05138832	0.5056500000	1.0000000000
RVBD2062c:cobN	27	27	NE	1016.70	1023.77	0.010	-0.179	-0.152	0.226	0.109	-0.013	-0.108	-28.08	-0.03081759	0.7336500000	1.0000000000
RVBD2063:mazE7	4	4	NE	145.66	129.47	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-0.170	-26.68	-0.17906533	0.5073500000	1.0000000000
RVBD2063A:mazF7	6	6	NE	1397.27	1635.46	0.227	0.220	0.227	0.220	0.227	0.220	0.227	-5.14	-0.00430393	0.9698000000	1.0000000000
RVBD2064:cobG	6	6	NE	964.56	859.51	-0.166	-0.078	-0.166	-0.007	-0.166	-0.154	-0.166	110.76	0.13235503	0.7949500000	1.0000000000
RVBD2065:cobH	5	5	NE	2202.84	2122.74	-0.053	-0.053	-0.053	-0.053	-0.053	-0.053	-0.053	11.04	0.00677873	0.9650000000	1.0000000000
RVBD2066:cobI	11	11	NE	1464.53	1498.06	0.033	-0.379	0.015	0.058	0.015	0.228	0.161	-132.25	-0.14545483	0.5107500000	1.0000000000
RVBD2067c:RVBD2067c	10	10	NE	1541.13	1584.20	0.040	-0.041	0.040	0.054	0.040	-0.041	0.040	-68.51	-0.09122731	0.8647500000	1.0000000000
RVBD2068c:blaC	9	9	NE	1569.10	1510.89	-0.055	-0.155	-0.055	0.066	-0.055	-0.101	-0.055	62.03	0.12672114	0.4356000000	1.0000000000
RVBD2069:sigC	5	5	NE	804.89	902.31	0.165	0.165	0.165	0.165	0.165	0.165	0.165	-64.47	-0.07246697	0.7180000000	1.0000000000
RVBD2070c:cobK	6	6	NE	1228.30	1167.31	-0.073	-0.011	-0.073	0.159	-0.073	-0.011	-0.073	-2.58	-0.00239983	1.0000000000	1.0000000000
RVBD2071c:cobM	6	6	NE	1417.14	1469.21	0.052	0.104	0.052	0.104	0.052	0.051	0.052	37.21	0.03575311	0.9611500000	1.0000000000
RVBD2072c:cobL	7	7	NE	1051.97	963.67	-0.126	-0.194	-0.126	-0.126	-0.126	0.045	-0.126	33.10	0.04306744	1.0000000000	1.0000000000
RVBD2073c:RVBD2073c	7	7	NE	1169.31	1197.29	0.034	0.147	0.034	0.169	0.034	-0.147	0.034	24.58	0.05860431	1.0000000000	1.0000000000
RVBD2074:RVBD2074	8	8	NE	1398.13	1479.20	0.081	0.022	0.081	0.331	0.081	0.022	0.081	-15.82	-0.01076304	0.9006500000	1.0000000000
RVBD2075c:RVBD2075c	6	6	NE	2004.48	1933.46	-0.052	0.094	-0.052	-0.014	-0.052	0.094	-0.052	48.15	0.02162112	0.9164000000	1.0000000000
RVBD2076c:RVBD2076c	5	5	NE	1991.03	1908.73	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	-0.061	65.30	0.02454933	0.9101000000	1.0000000000
RVBD2077A:RVBD2077A	4	4	NE	1861.18	1691.18	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-19.34	-0.01188762	0.7195500000	1.0000000000
RVBD2077Bc:RVBD2077Bc	5	5	N/A	1730.81	1717.37	-0.011	-0.011	-0.011	-0.011	-0.011	-0.011	-0.011	-9.74	-0.01066696	0.9465000000	1.0000000000
RVBD2077c:RVBD2077c	10	10	NE	1693.99	1771.91	0.065	0.010	0.065	0.133	0.065	0.010	0.065	105.24	0.07999391	0.6686000000	1.0000000000
RVBD2078:RVBD2078	5	5	NE	1839.74	1607.96	-0.194	-0.194	-0.194	-0.194	-0.194	-0.194	-0.194	149.25	0.08949191	0.7999500000	1.0000000000
RVBD2079:RVBD2079	8	8	NE	1454.55	1397.87	-0.057	-0.104	-0.057	0.021	-0.057	0.020	-0.057	-24.59	-0.04039644	0.7093000000	1.0000000000
RVBD2080:lppJ	10	10	NE	1788.30	1801.17	0.010	0.122	0.010	0.171	0.010	-0.034	0.010	137.91	0.11298045	0.8415500000	1.0000000000
RVBD2081c:RVBD2081c	5	5	NE	1094.72	1124.24	0.038	0.038	0.038	0.038	0.038	0.038	0.038	-83.04	-0.07432849	0.8631000000	1.0000000000
RVBD2082:RVBD2082	9	9	NE	2359.73	2379.56	0.012	-0.094	0.012	0.014	0.012	-0.038	0.012	8.19	0.00389941	0.9371500000	1.0000000000
RVBD2083:RVBD2083	6	6	NE	2963.70	2698.31	-0.135	-0.106	-0.135	-0.087	-0.135	-0.087	-0.135	5.66	0.00283313	1.0000000000	1.0000000000
RVBD2084:RVBD2084	6	6	NE	1887.91	1891.58	0.003	0.065	0.003	-0.205	0.003	-0.205	0.003	109.30	0.10858448	0.4475000000	1.0000000000
RVBD2085:RVBD2085	4	4	Uncertain	1615.36	1833.85	0.183	0.183	0.183	0.183	0.183	0.183	0.183	-43.01	-0.02099669	0.9643500000	1.0000000000
RVBD2086:RVBD2086	7	7	NE	2055.39	2126.53	0.049	-0.132	0.049	-0.006	0.049	-0.054	0.049	-152.60	-0.07964424	0.7293000000	1.0000000000
RVBD2087:RVBD2087	2	2	NE	1136.76	1222.08	0.104	0.104	0.104	0.104	0.104	0.104	0.104	13.14	0.01358022	1.0000000000	1.0000000000
RVBD2088:pknJ	15	15	NE	1494.79	1496.64	0.002	-0.076	-0.071	0.066	-0.060	-0.128	-0.107	-137.76	-0.10118153	0.3830000000	1.0000000000
RVBD2089c:pepE	9	7	NE	1368.40	1570.37	0.199	-0.195	0.199	0.199	0.199	0.199	0.199	-20.10	-0.01513606	0.6952500000	1.0000000000
RVBD2090:RVBD2090	6	6	NE	2884.38	3111.37	0.109	0.084	0.109	0.084	0.109	-0.255	0.109	-161.02	-0.04322269	0.7257500000	1.0000000000
RVBD2091c:RVBD2091c	8	8	NE	1104.23	1014.20	-0.123	-0.089	-0.123	-0.323	-0.123	-0.007	-0.123	22.92	0.03013167	0.8111500000	1.0000000000
RVBD2092c:helY	17	17	NE	1240.61	1318.76	0.088	-0.428	0.027	0.068	0.038	-0.257	0.102	-42.80	-0.03754785	0.6729500000	1.0000000000
RVBD2093c:tatC	132	132	GD	316.25	249.27	-0.343	-0.847	-0.948	0.264	0.014	-0.526	-0.329	-47.30	-0.21675860	0.0000500000	0.0041460784
RVBD2094c:tatA	14	14	Uncertain	385.22	285.71	-0.431	-0.669	-0.431	0.106	-0.428	-0.405	-0.393	-21.05	-0.08728257	0.5379500000	1.0000000000
RVBD2095c:pafC	14	14	NE	799.96	844.85	0.079	0.072	0.074	0.094	0.143	0.072	0.008	-77.83	-0.15748338	0.6165500000	1.0000000000
RVBD2096c:pafB	6	6	NE	3783.97	3920.24	0.051	0.028	0.051	0.082	0.051	0.082	0.051	53.67	0.01423770	0.9224500000	1.0000000000
RVBD2097c:pafA	12	12	NE	1209.00	1164.73	-0.054	-0.191	-0.010	0.050	-0.010	-0.139	-0.010	24.89	0.01918378	1.0000000000	1.0000000000
RVBD2098c:RVBD2098c	5	5	N/A	2824.14	2864.08	0.020	0.020	0.020	0.020	0.020	0.020	0.020	-204.25	-0.10462877	0.7370000000	1.0000000000
RVBD2099c:RVBD2099c	5	5	N/A	1374.48	1041.13	-0.401	-0.401	-0.401	-0.401	-0.401	-0.401	-0.401	-36.42	-0.01817953	0.8021000000	1.0000000000
RVBD2100:RVBD2100	12	12	NE	1603.72	1795.06	0.163	-0.027	0.003	0.058	0.205	0.065	0.116	-37.32	-0.03317614	0.8843000000	1.0000000000
RVBD2101:helZ	20	20	NE	1128.00	1266.94	0.168	-0.234	-0.204	0.210	0.048	-0.052	0.077	-22.25	-0.02474782	0.7923000000	1.0000000000
RVBD2102:RVBD2102	9	9	NE	2408.38	2135.47	-0.174	-0.132	-0.174	-0.162	-0.174	0.038	-0.174	63.64	0.03182426	0.9845500000	1.0000000000
RVBD2103c:vapC37	6	6	NE	2048.52	2148.77	0.069	0.046	0.069	0.155	0.069	0.155	0.069	19.99	0.01716616	0.9996500000	1.0000000000
RVBD2104c:vapB37	6	6	NE	1342.66	1424.64	0.085	0.094	0.085	0.118	0.085	0.069	0.085	119.48	0.11529995	0.7537500000	1.0000000000
RVBD2107:PE22	6	6	NE	1759.24	1675.31	-0.071	-0.146	-0.071	-0.005	-0.071	-0.217	-0.071	71.95	0.10846807	0.7564500000	1.0000000000
RVBD2108:PPE36	8	8	NE	1424.50	1442.81	0.018	-0.135	0.018	0.155	0.018	0.020	0.018	189.70	0.10847514	0.4624000000	1.0000000000
RVBD2109c:prcA	43	42	ES	653.10	607.19	-0.105	-0.581	-0.408	0.238	0.236	0.034	-0.257	-77.92	-0.10704336	0.2660500000	1.0000000000
RVBD2110c:prcB	71	71	ES	547.36	495.29	-0.144	-0.403	-0.433	0.271	0.269	-0.239	-0.154	-45.29	-0.09051462	0.2571500000	1.0000000000
RVBD2111c:pup	13	13	Uncertain	875.77	678.11	-0.369	-0.565	-0.420	0.068	-0.100	0.200	-0.100	-91.36	-0.08999327	0.3245000000	1.0000000000
RVBD2112c:dop	16	16	NE	584.88	576.05	-0.022	-0.372	-0.101	0.015	-0.141	-0.150	-0.152	-51.51	-0.05254000	0.4342500000	1.0000000000
RVBD2113:RVBD2113	21	21	GA	1252.84	1222.08	-0.036	-0.263	-0.251	0.051	0.184	-0.011	-0.101	-52.08	-0.06910879	0.5729500000	1.0000000000
RVBD2114:RVBD2114	7	7	GA	2965.37	2938.29	-0.013	-0.013	-0.013	-0.013	-0.013	0.115	-0.013	88.42	0.03567635	0.7657500000	1.0000000000
RVBD2115c:mpa	10	10	NE	851.45	873.39	0.037	-0.169	0.037	0.092	0.037	0.006	0.037	-154.65	-0.31324098	0.7779500000	1.0000000000
RVBD2116:lppK	5	5	NE	2821.94	2533.41	-0.156	-0.156	-0.156	-0.156	-0.156	-0.156	-0.156	-191.92	-0.15147021	0.6628000000	1.0000000000
RVBD2117:RVBD2117	5	5	NE	780.68	829.08	0.087	0.087	0.087	0.087	0.087	0.087	0.087	-44.71	-0.13397587	0.6931500000	1.0000000000
RVBD2118c:RVBD2118c	7	7	NE	845.37	834.46	-0.019	-0.026	-0.019	-0.026	-0.019	-0.028	-0.019	58.97	0.05639570	0.7672000000	1.0000000000
RVBD2119:RVBD2119	6	5	NE	1368.40	1457.35	0.091	0.091	0.091	0.091	0.091	0.091	0.091	37.47	0.02608580	1.0000000000	1.0000000000
RVBD2120c:RVBD2120c	79	77	NE	1222.43	1237.78	0.018	-0.327	-0.191	0.606	0.222	0.141	-0.062	4.63	0.00441776	0.8710500000	1.0000000000
RVBD2121c:hisG	96	93	ES	310.17	208.23	-0.575	-0.932	-0.862	0.063	0.203	-0.169	-0.222	-41.55	-0.15304117	0.0001000000	0.0070483333
RVBD2122c:hisE	35	34	ES	308.07	222.95	-0.467	-0.773	-0.602	0.055	0.050	-0.596	-0.639	-52.86	-0.16582177	0.0232500000	0.5586605114
RVBD2123:PPE37	13	13	NE	1818.45	2013.47	0.147	-0.045	0.016	0.124	0.084	0.027	0.084	-76.45	-0.04568294	0.5759000000	1.0000000000
RVBD2124c:metH	26	26	NE	1264.82	1228.60	-0.042	-0.051	-0.099	0.341	0.217	0.167	0.172	52.96	0.05600187	0.9030000000	1.0000000000
RVBD2125:RVBD2125	7	7	NE	468.30	446.13	-0.070	-0.070	-0.070	0.217	-0.070	0.217	-0.070	-38.09	-0.05487138	0.5708500000	1.0000000000
RVBD2126c:PE-PGRS37	6	6	NE	1408.47	1242.28	-0.181	-0.139	-0.181	-0.139	-0.181	-0.139	-0.181	-3.53	-0.00427495	0.9520000000	1.0000000000
RVBD2127:ansP1	20	20	NE	1680.36	1691.13	0.009	-0.161	-0.082	0.164	0.116	0.075	0.013	-25.83	-0.01976345	0.8805000000	1.0000000000
RVBD2128:RVBD2128	7	7	NE	1870.00	2045.77	0.130	-0.178	0.130	0.130	0.130	0.132	0.130	-14.73	-0.00728370	1.0000000000	1.0000000000
RVBD2129c:RVBD2129c	6	6	NE	1651.48	1611.72	-0.035	0.066	-0.035	0.169	-0.035	-0.057	-0.035	33.33	0.03701264	0.8664500000	1.0000000000
RVBD2130c:mshC	109	108	GD	1161.78	1164.09	0.003	-0.354	-0.254	0.150	0.328	-0.364	-0.165	15.00	0.01750587	0.8358000000	1.0000000000
RVBD2131c:cysQ	7	7	NE	839.28	880.36	0.069	-0.087	0.069	0.122	0.069	-0.087	0.069	46.55	0.07654601	0.6543000000	1.0000000000
RVBD2132:RVBD2132	4	4	NE	1743.52	1667.25	-0.065	-0.065	-0.065	-0.065	-0.065	-0.065	-0.065	-47.68	-0.04874136	0.7369000000	1.0000000000
RVBD2133c:RVBD2133c	11	11	NE	1428.22	1515.42	0.085	-0.087	0.094	-0.007	0.115	0.161	0.094	141.34	0.14766731	0.4596000000	1.0000000000
RVBD2134c:RVBD2134c	8	8	NE	865.85	866.03	0.000	-0.051	0.000	-0.051	0.000	-0.051	0.000	11.09	0.01000650	0.9677500000	1.0000000000
RVBD2135c:RVBD2135c	8	8	NE	1327.69	1355.00	0.029	0.059	0.029	0.071	0.029	0.059	0.029	-65.59	-0.04179507	0.8336500000	1.0000000000
RVBD2136c:RVBD2136c	13	13	NE	960.92	1046.91	0.124	-0.038	-0.060	0.331	0.133	0.109	0.108	-5.01	-0.00935359	0.9087500000	1.0000000000
RVBD2137c:RVBD2137c	7	7	NE	2021.29	2081.93	0.043	0.039	0.043	0.043	0.043	0.030	0.043	59.40	0.02504337	0.8455000000	1.0000000000
RVBD2138:lppL	89	89	GD	999.37	913.88	-0.129	-0.358	-0.483	0.208	0.227	-0.348	-0.395	-77.85	-0.08772300	0.0744500000	1.0000000000
RVBD2139:pyrD	95	95	ES	804.89	856.04	0.089	-0.545	-0.378	0.235	0.264	-0.114	-0.245	-17.22	-0.01853600	0.8114500000	1.0000000000
RVBD2140c:TB18.6	5	5	NE	2627.32	2544.97	-0.046	-0.046	-0.046	-0.046	-0.046	-0.046	-0.046	61.14	0.05200423	0.9614000000	1.0000000000
RVBD2141c:RVBD2141c	12	12	NE	1213.34	1360.71	0.165	0.005	0.165	0.141	0.077	0.075	0.067	34.82	0.02583146	1.0000000000	1.0000000000
RVBD2142A:parD2	4	4	GA	94.18	143.60	0.609	0.609	0.609	0.609	0.609	0.609	0.609	29.81	0.35248177	0.2467500000	1.0000000000
RVBD2142c:parE2	5	5	GA	2378.35	2395.71	0.010	0.010	0.010	0.010	0.010	0.010	0.010	44.56	0.01210079	0.9907000000	1.0000000000
RVBD2143:RVBD2143	11	11	GA	2018.98	1957.02	-0.045	-0.226	-0.241	0.053	-0.120	0.022	-0.120	-35.14	-0.02534873	0.9101500000	1.0000000000
RVBD2144c:RVBD2144c	20	20	GA	1541.14	1579.29	0.035	0.137	-0.019	0.154	0.177	0.116	0.165	44.20	0.03152226	0.7077500000	1.0000000000
RVBD2145c:wag31	92	89	ES	474.38	416.45	-0.188	-0.911	-0.718	0.324	0.218	-0.522	-0.494	-39.90	-0.07621394	0.0405000000	0.8437167488
RVBD2146c:RVBD2146c	9	9	Uncertain	1417.05	1329.75	-0.092	-0.164	-0.092	0.065	-0.092	-0.128	-0.092	-18.49	-0.01034620	0.9225500000	1.0000000000
RVBD2147c:RVBD2147c	48	44	ES	94.03	63.62	-0.564	-1.610	-0.990	0.149	0.462	-0.617	-0.301	-2.47	-0.01083498	0.3597500000	1.0000000000
RVBD2148c:RVBD2148c	7	7	NE	1751.55	1573.26	-0.155	-0.155	-0.155	0.138	-0.155	0.073	-0.155	-171.65	-0.12795371	0.8408000000	1.0000000000
RVBD2149c:yfiH	5	5	NE	967.00	965.93	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	-0.002	8.22	0.01317715	0.9628500000	1.0000000000
RVBD2150c:ftsZ	81	76	ES	54.74	44.67	-0.293	-2.347	-1.067	0.383	0.264	0.191	-0.036	-6.92	-0.13023032	0.0309000000	0.6806046875
RVBD2151c:ftsQ	49	46	ES	614.12	630.53	0.038	-0.362	-0.376	0.246	0.198	-0.235	-0.231	-52.15	-0.07268089	0.3263500000	1.0000000000
RVBD2152c:murC	141	140	ES	739.37	772.26	0.063	-0.826	-0.865	0.251	0.296	-0.513	-0.573	-68.70	-0.08477443	0.0064500000	0.2182164000
RVBD2153c:murG	165	162	ES	676.44	659.49	-0.037	-0.750	-0.696	0.594	0.208	-0.928	-0.638	-45.72	-0.06011605	0.1193500000	1.0000000000
RVBD2154c:ftsW	178	172	ESD	450.05	378.58	-0.250	-1.657	-1.792	0.390	0.620	-0.347	-0.592	-20.33	-0.03045417	0.1317000000	1.0000000000
RVBD2155c:murD	188	184	ES	831.15	776.96	-0.097	-0.617	-0.577	0.672	0.481	-0.479	-0.348	-32.79	-0.04486013	0.3201500000	1.0000000000
RVBD2156c:murX	124	123	ES	535.20	474.29	-0.174	-0.770	-0.653	-0.091	0.232	-0.547	-0.441	-34.84	-0.07338875	0.1460500000	1.0000000000
RVBD2157c:murF	95	95	ES	875.77	808.98	-0.114	-0.444	-0.500	0.427	0.177	-0.454	-0.472	-61.39	-0.07309695	0.3364500000	1.0000000000
RVBD2158c:murE	105	104	ES	842.32	844.57	0.004	-0.768	-0.709	0.313	0.198	-0.444	-0.520	-95.60	-0.12649648	0.0818500000	1.0000000000
RVBD2159c:RVBD2159c	5	5	NE	1173.78	1208.86	0.042	0.042	0.042	0.042	0.042	0.042	0.042	-79.35	-0.05234493	0.7140000000	1.0000000000
RVBD2160A:RVBD2160A	5	5	NE	2172.59	1974.86	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.138	-0.28	-0.00009799	1.0000000000	1.0000000000
RVBD2161c:RVBD2161c	6	6	NE	2587.85	2475.19	-0.064	-0.024	-0.064	-0.024	-0.064	-0.102	-0.064	22.58	0.00859647	0.9993500000	1.0000000000
RVBD2162c:PE-PGRS38	6	6	NE	1304.16	1366.37	0.067	0.111	0.067	0.115	0.067	0.115	0.067	-48.41	-0.06840813	0.9810500000	1.0000000000
RVBD2163c:pbpB	168	164	ESD	461.73	460.51	-0.004	-0.661	-0.684	0.824	0.229	-0.029	-0.293	-11.19	-0.02167997	0.5607500000	1.0000000000
RVBD2164c:RVBD2164c	127	124	GD	701.99	713.93	0.024	-1.032	-0.843	0.861	0.450	-0.617	-0.367	-28.38	-0.03416097	0.6079000000	1.0000000000
RVBD2165c:RVBD2165c	143	138	GD	212.34	177.66	-0.257	-0.859	-0.983	0.568	0.803	-0.617	-0.703	-12.72	-0.03894221	0.0544500000	1.0000000000
RVBD2166c:RVBD2166c	6	6	NE	72.91	59.13	-0.302	0.198	-0.302	-0.062	-0.302	-0.062	-0.302	-3.61	-0.04743010	0.8211500000	1.0000000000
RVBD2169c:RVBD2169c	9	9	NE	930.51	856.57	-0.119	-0.363	-0.119	0.026	-0.119	-0.119	-0.119	-101.22	-0.11889437	0.2099500000	1.0000000000
RVBD2170:RVBD2170	9	9	NE	677.80	636.48	-0.091	-0.130	-0.091	-0.145	-0.091	-0.119	-0.091	-16.66	-0.02401509	0.8170000000	1.0000000000
RVBD2171:lppM	12	12	NE	2472.24	2331.11	-0.085	-0.288	-0.144	-0.054	-0.073	-0.267	-0.073	-138.89	-0.08703085	0.4377000000	1.0000000000
RVBD2172c:RVBD2172c	75	74	ES	927.52	973.63	0.070	-0.426	-0.328	0.440	0.365	-0.129	-0.371	-61.94	-0.06756302	0.1931500000	1.0000000000
RVBD2173:idsA2	8	8	NE	856.67	797.89	-0.103	-0.282	-0.103	-0.063	-0.103	0.014	-0.103	-16.45	-0.02248370	0.8630000000	1.0000000000
RVBD2174:mptA	203	198	ES	785.64	699.87	-0.167	-0.700	-0.582	0.290	0.189	-0.606	-0.371	-61.25	-0.10451516	0.0160000000	0.4309808917
RVBD2175c:RVBD2175c	6	6	NE	1205.95	1162.86	-0.052	0.118	-0.052	-0.050	-0.052	0.118	-0.052	48.95	0.04038960	0.7927500000	1.0000000000
RVBD2176:pknL	13	12	NE	1207.29	1262.43	0.064	-0.086	-0.015	0.028	0.058	0.069	0.064	-31.86	-0.03556555	0.8189500000	1.0000000000
RVBD2177c:RVBD2177c	5	5	NE	1636.00	1796.41	0.135	0.135	0.135	0.135	0.135	0.135	0.135	-178.19	-0.05881629	0.6977500000	1.0000000000
RVBD2178c:aroG	92	89	ES	291.32	285.52	-0.029	-1.173	-0.794	-0.081	0.479	0.234	-0.047	-11.57	-0.01818527	0.1868000000	1.0000000000
RVBD2179c:RVBD2179c	6	6	NE	1029.44	1128.87	0.133	0.007	0.133	-0.150	0.133	0.007	0.133	-40.73	-0.02868937	0.9118000000	1.0000000000
RVBD2180c:RVBD2180c	8	7	NE	1690.73	1700.51	0.008	-0.174	0.008	0.089	0.008	-0.055	0.008	-46.42	-0.03510046	0.7227000000	1.0000000000
RVBD2181:RVBD2181	13	13	GA	1423.13	1445.45	0.022	0.025	0.108	0.328	0.087	0.152	0.046	208.20	0.14289974	0.5380000000	1.0000000000
RVBD2182c:RVBD2182c	98	95	ES	364.14	364.39	0.001	-0.725	-0.553	0.480	0.453	-0.610	-0.368	-8.13	-0.01942074	0.7834000000	1.0000000000
RVBD2183c:RVBD2183c	6	6	NE	872.79	855.72	-0.028	-0.003	-0.028	0.114	-0.028	-0.003	-0.028	32.18	0.06602868	0.8253000000	1.0000000000
RVBD2184c:RVBD2184c	10	10	NE	1548.42	1487.09	-0.058	-0.115	-0.058	0.105	-0.058	0.030	-0.058	8.90	0.00791579	0.8791500000	1.0000000000
RVBD2185c:TB16.3	8	8	NE	1467.64	1698.26	0.211	-0.033	0.211	0.179	0.211	0.179	0.211	148.02	0.16351772	0.6835000000	1.0000000000
RVBD2186c:RVBD2186c	19	17	ES	954.87	931.23	-0.036	-0.119	-0.027	0.078	0.046	-0.045	-0.081	-12.20	-0.01209345	0.8251000000	1.0000000000
RVBD2187:fadD15	12	12	NE	1163.24	1289.02	0.148	-0.072	-0.006	0.057	0.148	0.162	0.148	40.91	0.07232910	0.7306000000	1.0000000000
